lv0,lv1,lv2,aux
대구광역시,서구,비산동,비산동
대구광역시,서구,상리동,상리동
대구광역시,서구,이현동,이현동
대구광역시,서구,중리동,중리동
대구광역시,서구,평리동,평리동
대구광역시,수성구,가천동,가천동
대구광역시,수성구,고모동,고모동
대구광역시,수성구,노변동,노변동
대구광역시,수성구,대흥동,대흥동
대구광역시,수성구,두산동,두산동
대구광역시,수성구,만촌동,만촌동
대구광역시,수성구,매호동,매호동
대구광역시,수성구,범물동,범물동
대구광역시,수성구,범어동,범어동
대구광역시,수성구,사월동,사월동
대구광역시,수성구,삼덕동,삼덕동
대구광역시,수성구,상동,상동
대구광역시,수성구,성동,성동
대구광역시,수성구,시지동,시지동
대구광역시,수성구,신매동,신매동
대구광역시,수성구,연호동,연호동
대구광역시,수성구,욱수동,욱수동
대구광역시,수성구,이천동,이천동
대구광역시,수성구,중동,중동
대구광역시,수성구,지산동,지산동
대구광역시,수성구,파동,파동
대구광역시,수성구,황금동,황금동
대구광역시,중구,공평동,공평동
대구광역시,중구,교동,교동
대구광역시,중구,남산동,남산동
대구광역시,중구,남일동,남일동
대구광역시,중구,달성동,달성동
대구광역시,중구,대봉동,대봉동
대구광역시,중구,대신동,대신동
대구광역시,중구,대안동,대안동
대구광역시,중구,덕산동,덕산동
대구광역시,중구,도원동,도원동
대구광역시,중구,동문동,동문동
대구광역시,중구,동산동,동산동
대구광역시,중구,동일동,동일동
대구광역시,중구,문화동,문화동
대구광역시,중구,봉산동,봉산동
대구광역시,중구,북내동,북내동
대구광역시,중구,사일동,사일동
대구광역시,중구,상덕동,상덕동
대구광역시,중구,상서동,상서동
대구광역시,중구,서내동,서내동
대구광역시,중구,서야동,서야동
대구광역시,중구,수동,수동
대구광역시,중구,수창동,수창동
대구광역시,중구,완전동,완전동
대구광역시,중구,용덕동,용덕동
대구광역시,중구,인교동,인교동
대구광역시,중구,장관동,장관동
대구광역시,중구,전동,전동
대구광역시,중구,포정동,포정동
대구광역시,중구,하서동,하서동
대구광역시,중구,향촌동,향촌동
대구광역시,중구,화전동,화전동
대전광역시,대덕구,갈전동,갈전동
대전광역시,대덕구,대화동,대화동
대전광역시,대덕구,덕암동,덕암동
대전광역시,대덕구,목상동,목상동
대전광역시,대덕구,문평동,문평동
대전광역시,대덕구,미호동,미호동
대전광역시,대덕구,법동,법동
대전광역시,대덕구,부수동,부수동
대전광역시,대덕구,비래동,비래동
대전광역시,대덕구,삼정동,삼정동
대전광역시,대덕구,상서동,상서동
대전광역시,대덕구,석봉동,석봉동
대전광역시,대덕구,송촌동,송촌동
대전광역시,대덕구,신대동,신대동
대전광역시,대덕구,신일동,신일동
대전광역시,대덕구,신탄진동,신탄진동
대전광역시,대덕구,연축동,연축동
대전광역시,대덕구,오정동,오정동
대전광역시,대덕구,와동,와동
대전광역시,대덕구,용호동,용호동
대전광역시,대덕구,읍내동,읍내동
대전광역시,대덕구,이현동,이현동
대전광역시,대덕구,장동,장동
대전광역시,대덕구,중리동,중리동
대전광역시,대덕구,평촌동,평촌동
대전광역시,대덕구,황호동,황호동
대전광역시,동구,가양동,가양동
대전광역시,동구,가오동,가오동
대전광역시,동구,구도동,구도동
대전광역시,동구,낭월동,낭월동
대전광역시,동구,내탑동,내탑동
대전광역시,동구,대동,대동
대전광역시,동구,대별동,대별동
대전광역시,동구,대성동,대성동
대전광역시,동구,마산동,마산동
대전광역시,동구,비룡동,비룡동
대전광역시,동구,사성동,사성동
대전광역시,동구,삼괴동,삼괴동
대전광역시,동구,삼성동,삼성동
대전광역시,동구,삼정동,삼정동
대전광역시,동구,상소동,상소동
대전광역시,동구,성남동,성남동
대전광역시,동구,세천동,세천동
대전광역시,동구,소제동,소제동
대전광역시,동구,소호동,소호동
대전광역시,동구,신상동,신상동
대전광역시,동구,신안동,신안동
대전광역시,동구,신촌동,신촌동
대전광역시,동구,신하동,신하동
대전광역시,동구,신흥동,신흥동
대전광역시,동구,오동,오동
대전광역시,동구,용계동,용계동
대전광역시,동구,용운동,용운동
대전광역시,동구,용전동,용전동
대전광역시,동구,원동,원동
대전광역시,동구,이사동,이사동
대전광역시,동구,인동,인동
대전광역시,동구,자양동,자양동
대전광역시,동구,장척동,장척동
대전광역시,동구,정동,정동
대전광역시,동구,주산동,주산동
대전광역시,동구,주촌동,주촌동
대전광역시,동구,중동,중동
대전광역시,동구,직동,직동
대전광역시,동구,천동,천동
대전광역시,동구,추동,추동
대전광역시,동구,판암동,판암동
대전광역시,동구,하소동,하소동
대전광역시,동구,홍도동,홍도동
대전광역시,동구,효동,효동
대전광역시,동구,효평동,효평동
대전광역시,서구,가수원동,가수원동
대전광역시,서구,가장동,가장동
대전광역시,서구,갈마동,갈마동
대전광역시,서구,관저동,관저동
대전광역시,서구,괴곡동,괴곡동
대전광역시,서구,괴정동,괴정동
대전광역시,서구,내동,내동
대전광역시,서구,도마동,도마동
대전광역시,서구,도안동,도안동
대전광역시,서구,둔산동,둔산동
대전광역시,서구,만년동,만년동
대전광역시,서구,매노동,매노동
대전광역시,서구,변동,변동
대전광역시,서구,복수동,복수동
대전광역시,서구,봉곡동,봉곡동
대전광역시,서구,산직동,산직동
대전광역시,서구,오동,오동
대전광역시,서구,용문동,용문동
대전광역시,서구,용촌동,용촌동
대전광역시,서구,우명동,우명동
대전광역시,서구,원정동,원정동
대전광역시,서구,월평동,월평동
대전광역시,서구,장안동,장안동
대전광역시,서구,정림동,정림동
대전광역시,서구,탄방동,탄방동
대전광역시,서구,평촌동,평촌동
대전광역시,서구,흑석동,흑석동
대전광역시,유성구,가정동,가정동
대전광역시,유성구,갑동,갑동
대전광역시,유성구,계산동,계산동
대전광역시,유성구,관평동,관평동
대전광역시,유성구,교촌동,교촌동
대전광역시,유성구,구룡동,구룡동
대전광역시,유성구,구성동,구성동
대전광역시,유성구,구암동,구암동
대전광역시,유성구,궁동,궁동
대전광역시,유성구,금고동,금고동
대전광역시,유성구,금탄동,금탄동
대전광역시,유성구,노은동,노은동
대전광역시,유성구,대동,대동
대전광역시,유성구,대정동,대정동
대전광역시,유성구,덕명동,덕명동
대전광역시,유성구,덕진동,덕진동
대전광역시,유성구,도룡동,도룡동
대전광역시,유성구,둔곡동,둔곡동
대전광역시,유성구,문지동,문지동
대전광역시,유성구,반석동,반석동
대전광역시,유성구,방동,방동
대전광역시,유성구,방현동,방현동
대전광역시,유성구,복용동,복용동
대전광역시,유성구,봉명동,봉명동
대전광역시,유성구,봉산동,봉산동
대전광역시,유성구,상대동,상대동
대전광역시,유성구,성북동,성북동
대전광역시,유성구,세동,세동
대전광역시,유성구,송강동,송강동
대전광역시,유성구,송정동,송정동
대전광역시,유성구,수남동,수남동
대전광역시,유성구,신동,신동
대전광역시,유성구,신봉동,신봉동
대전광역시,유성구,신성동,신성동
대전광역시,유성구,안산동,안산동
대전광역시,유성구,어은동,어은동
대전광역시,유성구,외삼동,외삼동
대전광역시,유성구,용계동,용계동
대전광역시,유성구,용산동,용산동
대전광역시,유성구,원내동,원내동
대전광역시,유성구,원신흥동,원신흥동
대전광역시,유성구,원촌동,원촌동
대전광역시,유성구,자운동,자운동
대전광역시,유성구,장대동,장대동
대전광역시,유성구,장동,장동
대전광역시,유성구,전민동,전민동
대전광역시,유성구,죽동,죽동
대전광역시,유성구,지족동,지족동
대전광역시,유성구,추목동,추목동
대전광역시,유성구,탑립동,탑립동
대전광역시,유성구,하기동,하기동
대전광역시,유성구,학하동,학하동
대전광역시,유성구,화암동,화암동
대전광역시,중구,구완동,구완동
대전광역시,중구,금동,금동
대전광역시,중구,대사동,대사동
대전광역시,중구,대흥동,대흥동
대전광역시,중구,목달동,목달동
대전광역시,중구,목동,목동
대전광역시,중구,무수동,무수동
대전광역시,중구,문창동,문창동
대전광역시,중구,문화동,문화동
대전광역시,중구,부사동,부사동
대전광역시,중구,사정동,사정동
대전광역시,중구,산성동,산성동
대전광역시,중구,석교동,석교동
대전광역시,중구,선화동,선화동
대전광역시,중구,안영동,안영동
대전광역시,중구,어남동,어남동
대전광역시,중구,오류동,오류동
대전광역시,중구,옥계동,옥계동
대전광역시,중구,용두동,용두동
대전광역시,중구,유천동,유천동
대전광역시,중구,은행동,은행동
대전광역시,중구,정생동,정생동
대전광역시,중구,중촌동,중촌동
대전광역시,중구,침산동,침산동
대전광역시,중구,태평동,태평동
대전광역시,중구,호동,호동
부산광역시,강서구,강동동,강동동
부산광역시,강서구,구랑동,구랑동
부산광역시,강서구,녹산동,녹산동
부산광역시,강서구,눌차동,눌차동
부산광역시,강서구,대저1동,대저1동
부산광역시,강서구,대저2동,대저2동
부산광역시,강서구,대항동,대항동
부산광역시,강서구,동선동,동선동
부산광역시,강서구,명지동,명지동
부산광역시,강서구,미음동,미음동
부산광역시,강서구,범방동,범방동
부산광역시,강서구,봉림동,봉림동
부산광역시,강서구,생곡동,생곡동
부산광역시,강서구,성북동,성북동
부산광역시,강서구,송정동,송정동
부산광역시,강서구,식만동,식만동
부산광역시,강서구,신호동,신호동
부산광역시,강서구,죽동동,죽동동
부산광역시,강서구,죽림동,죽림동
부산광역시,강서구,지사동,지사동
부산광역시,강서구,천성동,천성동
부산광역시,강서구,화전동,화전동
부산광역시,금정구,구서동,구서동
부산광역시,금정구,금사동,금사동
부산광역시,금정구,금성동,금성동
부산광역시,금정구,남산동,남산동
부산광역시,금정구,노포동,노포동
부산광역시,금정구,두구동,두구동
부산광역시,금정구,부곡동,부곡동
부산광역시,금정구,서동,서동
부산광역시,금정구,선동,선동
부산광역시,금정구,오륜동,오륜동
부산광역시,금정구,장전동,장전동
부산광역시,금정구,청룡동,청룡동
부산광역시,금정구,회동동,회동동
부산광역시,기장군,기장읍,청강리 서부리 당사리 신천리 시랑리 만화리 연화리 대라리 대변리 교리 죽성리 석산리 동부리 내리
부산광역시,기장군,일광읍,이천리 원리 동백리 횡계리 신평리 청광리 문동리 문중리 학리 화전리 용천리 삼성리 칠암리
부산광역시,기장군,장안읍,월내리 고리 덕선리 좌동리 오리 효암리 명례리 좌천리 장안리 임랑리 용소리 반룡리 기룡리 길천리
부산광역시,기장군,정관읍,병산리 예림리 월평리 달산리 두명리 임곡리 용수리 매학리 모전리 방곡리
부산광역시,기장군,철마면,연구리 와여리 웅천리 안평리 송정리 임기리 이곡리 구칠리 고촌리 백길리 장전리
부산광역시,남구,감만동,감만동
부산광역시,남구,대연동,대연동
부산광역시,남구,문현동,문현동
부산광역시,남구,용당동,용당동
부산광역시,남구,용호동,용호동
부산광역시,남구,우암동,우암동
부산광역시,동구,범일동,범일동
부산광역시,동구,수정동,수정동
부산광역시,동구,좌천동,좌천동
부산광역시,동구,초량동,초량동
부산광역시,동래구,낙민동,낙민동
부산광역시,동래구,명륜동,명륜동
부산광역시,동래구,명장동,명장동
부산광역시,동래구,복천동,복천동
부산광역시,동래구,사직동,사직동
부산광역시,동래구,수안동,수안동
부산광역시,동래구,안락동,안락동
부산광역시,동래구,온천동,온천동
부산광역시,동래구,칠산동,칠산동
부산광역시,부산진구,가야동,가야동
부산광역시,부산진구,개금동,개금동
부산광역시,부산진구,당감동,당감동
부산광역시,부산진구,범전동,범전동
부산광역시,부산진구,범천동,범천동
부산광역시,부산진구,부암동,부암동
부산광역시,부산진구,부전동,부전동
부산광역시,부산진구,양정동,양정동
부산광역시,부산진구,연지동,연지동
부산광역시,부산진구,전포동,전포동
부산광역시,부산진구,초읍동,초읍동
부산광역시,북구,구포동,구포동
부산광역시,북구,금곡동,금곡동
부산광역시,북구,덕천동,덕천동
부산광역시,북구,만덕동,만덕동
부산광역시,북구,화명동,화명동
부산광역시,사상구,감전동,감전동
부산광역시,사상구,괘법동,괘법동
부산광역시,사상구,덕포동,덕포동
부산광역시,사상구,모라동,모라동
부산광역시,사상구,삼락동,삼락동
부산광역시,사상구,엄궁동,엄궁동
부산광역시,사상구,주례동,주례동
부산광역시,사상구,학장동,학장동
부산광역시,사하구,감천동,감천동
부산광역시,사하구,괴정동,괴정동
부산광역시,사하구,구평동,구평동
부산광역시,사하구,다대동,다대동
부산광역시,사하구,당리동,당리동
부산광역시,사하구,신평동,신평동
부산광역시,사하구,장림동,장림동
부산광역시,사하구,하단동,하단동
부산광역시,서구,남부민동,남부민동
부산광역시,서구,암남동,암남동
부산광역시,서구,초장동,초장동
부산광역시,수영구,광안동,광안동
부산광역시,수영구,남천동,남천동
부산광역시,수영구,망미동,망미동
부산광역시,수영구,민락동,민락동
부산광역시,수영구,수영동,수영동
부산광역시,연제구,거제동,거제동
부산광역시,연제구,연산동,연산동
부산광역시,영도구,동삼동,동삼동
부산광역시,영도구,청학동,청학동
부산광역시,중구,영주동,영주동
부산광역시,해운대구,반송동,반송동
부산광역시,해운대구,반여동,반여동
부산광역시,해운대구,석대동,석대동
부산광역시,해운대구,송정동,송정동
부산광역시,해운대구,우동,우동
부산광역시,해운대구,재송동,재송동
부산광역시,해운대구,좌동,좌동
부산광역시,해운대구,중동,중동
서울특별시,강남구,개포동,개포동
서울특별시,강남구,논현동,논현동
서울특별시,강남구,대치동,대치동
서울특별시,강남구,도곡동,도곡동
서울특별시,강남구,삼성동,삼성동
서울특별시,강남구,세곡동,세곡동
서울특별시,강남구,수서동,수서동
서울특별시,강남구,신사동,신사동
서울특별시,강남구,압구정동,압구정동
서울특별시,강남구,역삼동,역삼동
서울특별시,강남구,율현동,율현동
서울특별시,강남구,일원동,일원동
서울특별시,강남구,자곡동,자곡동
서울특별시,강남구,청담동,청담동
서울특별시,강동구,강일동,강일동
서울특별시,강동구,고덕동,고덕동
서울특별시,강동구,길동,길동
서울특별시,강동구,둔촌동,둔촌동
서울특별시,강동구,명일동,명일동
서울특별시,강동구,상일동,상일동
서울특별시,강동구,성내동,성내동
서울특별시,강동구,암사동,암사동
서울특별시,강동구,천호동,천호동
서울특별시,강북구,미아동,미아동
서울특별시,강북구,번동,번동
서울특별시,강북구,수유동,수유동
서울특별시,강북구,우이동,우이동
서울특별시,강서구,가양동,가양동
서울특별시,강서구,개화동,개화동
서울특별시,강서구,공항동,공항동
서울특별시,강서구,과해동,과해동
서울특별시,강서구,내발산동,내발산동
서울특별시,강서구,등촌동,등촌동
서울특별시,강서구,마곡동,마곡동
서울특별시,강서구,방화동,방화동
서울특별시,강서구,염창동,염창동
서울특별시,강서구,오곡동,오곡동
서울특별시,강서구,오쇠동,오쇠동
서울특별시,강서구,외발산동,외발산동
서울특별시,강서구,화곡동,화곡동
서울특별시,관악구,남현동,남현동
서울특별시,관악구,봉천동,봉천동
서울특별시,관악구,신림동,신림동
서울특별시,광진구,광장동,광장동
서울특별시,광진구,구의동,구의동
서울특별시,광진구,군자동,군자동
서울특별시,광진구,능동,능동
서울특별시,광진구,자양동,자양동
서울특별시,광진구,중곡동,중곡동
서울특별시,광진구,화양동,화양동
서울특별시,구로구,가리봉동,가리봉동
서울특별시,구로구,개봉동,개봉동
서울특별시,구로구,고척동,고척동
서울특별시,구로구,구로동,구로동
서울특별시,구로구,궁동,궁동
서울특별시,구로구,신도림동,신도림동
서울특별시,구로구,오류동,오류동
서울특별시,구로구,온수동,온수동
서울특별시,구로구,천왕동,천왕동
서울특별시,구로구,항동,항동
서울특별시,금천구,가산동,가산동
서울특별시,금천구,독산동,독산동
서울특별시,금천구,시흥동,시흥동
서울특별시,노원구,공릉동,공릉동
서울특별시,노원구,상계동,상계동
서울특별시,노원구,월계동,월계동
서울특별시,노원구,중계동,중계동
서울특별시,노원구,하계동,하계동
서울특별시,도봉구,도봉동,도봉동
서울특별시,도봉구,방학동,방학동
서울특별시,도봉구,쌍문동,쌍문동
서울특별시,도봉구,창동,창동
서울특별시,동대문구,답십리동,답십리동
서울특별시,동대문구,신설동,신설동
서울특별시,동대문구,용두동,용두동
서울특별시,동대문구,이문동,이문동
서울특별시,동대문구,장안동,장안동
서울특별시,동대문구,전농동,전농동
서울특별시,동대문구,제기동,제기동
서울특별시,동대문구,청량리동,청량리동
서울특별시,동대문구,회기동,회기동
서울특별시,동대문구,휘경동,휘경동
서울특별시,동작구,노량진동,노량진동
서울특별시,동작구,대방동,대방동
서울특별시,동작구,동작동,동작동
서울특별시,동작구,본동,본동
서울특별시,동작구,사당동,사당동
서울특별시,동작구,상도1동,상도1동
서울특별시,동작구,상도동,상도동
서울특별시,동작구,신대방동,신대방동
서울특별시,동작구,흑석동,흑석동
서울특별시,마포구,공덕동,공덕동
서울특별시,마포구,구수동,구수동
서울특별시,마포구,노고산동,노고산동
서울특별시,마포구,당인동,당인동
서울특별시,마포구,대흥동,대흥동
서울특별시,마포구,도화동,도화동
서울특별시,마포구,동교동,동교동
서울특별시,마포구,마포동,마포동
서울특별시,마포구,망원동,망원동
서울특별시,마포구,상수동,상수동
서울특별시,마포구,상암동,상암동
서울특별시,마포구,서교동,서교동
서울특별시,마포구,성산동,성산동
서울특별시,마포구,신공덕동,신공덕동
서울특별시,마포구,신수동,신수동
서울특별시,마포구,신정동,신정동
서울특별시,마포구,아현동,아현동
서울특별시,마포구,연남동,연남동
서울특별시,마포구,염리동,염리동
서울특별시,마포구,용강동,용강동
서울특별시,마포구,중동,중동
서울특별시,마포구,창전동,창전동
서울특별시,마포구,토정동,토정동
서울특별시,마포구,하중동,하중동
서울특별시,마포구,합정동,합정동
서울특별시,마포구,현석동,현석동
서울특별시,서대문구,남가좌동,남가좌동
서울특별시,서대문구,냉천동,냉천동
서울특별시,서대문구,대신동,대신동
서울특별시,서대문구,대현동,대현동
서울특별시,서대문구,미근동,미근동
서울특별시,서대문구,봉원동,봉원동
서울특별시,서대문구,북가좌동,북가좌동
서울특별시,서대문구,북아현동,북아현동
서울특별시,서대문구,신촌동,신촌동
서울특별시,서대문구,연희동,연희동
서울특별시,서대문구,영천동,영천동
서울특별시,서대문구,옥천동,옥천동
서울특별시,서대문구,창천동,창천동
서울특별시,서대문구,천연동,천연동
서울특별시,서대문구,합동,합동
서울특별시,서대문구,현저동,현저동
서울특별시,서대문구,홍은동,홍은동
서울특별시,서대문구,홍제동,홍제동
서울특별시,서초구,내곡동,내곡동
서울특별시,서초구,반포동,반포동
서울특별시,서초구,방배동,방배동
서울특별시,서초구,서초동,서초동
서울특별시,서초구,신원동,신원동
서울특별시,서초구,양재동,양재동
서울특별시,서초구,염곡동,염곡동
서울특별시,서초구,우면동,우면동
서울특별시,서초구,원지동,원지동
서울특별시,서초구,잠원동,잠원동
서울특별시,성동구,도선동,도선동
서울특별시,성동구,마장동,마장동
서울특별시,성동구,사근동,사근동
서울특별시,성동구,상왕십리동,상왕십리동
서울특별시,성동구,송정동,송정동
서울특별시,성동구,옥수동,옥수동
서울특별시,성동구,용답동,용답동
서울특별시,성동구,응봉동,응봉동
서울특별시,성동구,하왕십리동,하왕십리동
서울특별시,성동구,행당동,행당동
서울특별시,성동구,홍익동,홍익동
서울특별시,성북구,길음동,길음동
서울특별시,성북구,돈암동,돈암동
서울특별시,성북구,상월곡동,상월곡동
서울특별시,성북구,석관동,석관동
서울특별시,성북구,성북동,성북동
서울특별시,성북구,장위동,장위동
서울특별시,성북구,정릉동,정릉동
서울특별시,성북구,종암동,종암동
서울특별시,성북구,하월곡동,하월곡동
서울특별시,송파구,가락동,가락동
서울특별시,송파구,거여동,거여동
서울특별시,송파구,마천동,마천동
서울특별시,송파구,문정동,문정동
서울특별시,송파구,방이동,방이동
서울특별시,송파구,삼전동,삼전동
서울특별시,송파구,석촌동,석촌동
서울특별시,송파구,송파동,송파동
서울특별시,송파구,신천동,신천동
서울특별시,송파구,오금동,오금동
서울특별시,송파구,잠실동,잠실동
서울특별시,송파구,장지동,장지동
서울특별시,송파구,풍납동,풍납동
서울특별시,양천구,목동,목동
서울특별시,양천구,신월동,신월동
서울특별시,양천구,신정동,신정동
서울특별시,영등포구,당산동,당산동
서울특별시,영등포구,대림동,대림동
서울특별시,영등포구,도림동,도림동
서울특별시,영등포구,신길동,신길동
서울특별시,영등포구,양평동,양평동
서울특별시,영등포구,양화동,양화동
서울특별시,영등포구,여의도동,여의도동
서울특별시,영등포구,영등포동,영등포동
서울특별시,용산구,갈월동,갈월동
서울특별시,용산구,남영동,남영동
서울특별시,용산구,도원동,도원동
서울특별시,용산구,동빙고동,동빙고동
서울특별시,용산구,동자동,동자동
서울특별시,용산구,문배동,문배동
서울특별시,용산구,보광동,보광동
서울특별시,용산구,산천동,산천동
서울특별시,용산구,서계동,서계동
서울특별시,용산구,서빙고동,서빙고동
서울특별시,용산구,신계동,신계동
서울특별시,용산구,신창동,신창동
서울특별시,용산구,용문동,용문동
서울특별시,용산구,이촌동,이촌동
서울특별시,용산구,이태원동,이태원동
서울특별시,용산구,주성동,주성동
서울특별시,용산구,청암동,청암동
서울특별시,용산구,한남동,한남동
서울특별시,용산구,효창동,효창동
서울특별시,용산구,후암동,후암동
서울특별시,은평구,갈현동,갈현동
서울특별시,은평구,구산동,구산동
서울특별시,은평구,녹번동,녹번동
서울특별시,은평구,대조동,대조동
서울특별시,은평구,불광동,불광동
서울특별시,은평구,수색동,수색동
서울특별시,은평구,신사동,신사동
서울특별시,은평구,역촌동,역촌동
서울특별시,은평구,응암동,응암동
서울특별시,은평구,증산동,증산동
서울특별시,은평구,진관동,진관동
서울특별시,종로구,가회동,가회동
서울특별시,종로구,견지동,견지동
서울특별시,종로구,경운동,경운동
서울특별시,종로구,계동,계동
서울특별시,종로구,공평동,공평동
서울특별시,종로구,관수동,관수동
서울특별시,종로구,관철동,관철동
서울특별시,종로구,관훈동,관훈동
서울특별시,종로구,교남동,교남동
서울특별시,종로구,교북동,교북동
서울특별시,종로구,구기동,구기동
서울특별시,종로구,궁정동,궁정동
서울특별시,종로구,권농동,권농동
서울특별시,종로구,낙원동,낙원동
서울특별시,종로구,내수동,내수동
서울특별시,종로구,내자동,내자동
서울특별시,종로구,누상동,누상동
서울특별시,종로구,누하동,누하동
서울특별시,종로구,당주동,당주동
서울특별시,종로구,도렴동,도렴동
서울특별시,종로구,돈의동,돈의동
서울특별시,종로구,동숭동,동숭동
서울특별시,종로구,묘동,묘동
서울특별시,종로구,무악동,무악동
서울특별시,종로구,봉익동,봉익동
서울특별시,종로구,부암동,부암동
서울특별시,종로구,사간동,사간동
서울특별시,종로구,사직동,사직동
서울특별시,종로구,삼청동,삼청동
서울특별시,종로구,서린동,서린동
서울특별시,종로구,소격동,소격동
서울특별시,종로구,송월동,송월동
서울특별시,종로구,송현동,송현동
서울특별시,종로구,수송동,수송동
서울특별시,종로구,숭인동,숭인동
서울특별시,종로구,신교동,신교동
서울특별시,종로구,신영동,신영동
서울특별시,종로구,안국동,안국동
서울특별시,종로구,연건동,연건동
서울특별시,종로구,연지동,연지동
서울특별시,종로구,예지동,예지동
서울특별시,종로구,옥인동,옥인동
서울특별시,종로구,와룡동,와룡동
서울특별시,종로구,운니동,운니동
서울특별시,종로구,원남동,원남동
서울특별시,종로구,원서동,원서동
서울특별시,종로구,이화동,이화동
서울특별시,종로구,익선동,익선동
서울특별시,종로구,인사동,인사동
서울특별시,종로구,인의동,인의동
서울특별시,종로구,장사동,장사동
서울특별시,종로구,재동,재동
서울특별시,종로구,적선동,적선동
서울특별시,종로구,중학동,중학동
서울특별시,종로구,창성동,창성동
서울특별시,종로구,창신동,창신동
서울특별시,종로구,청운동,청운동
서울특별시,종로구,청진동,청진동
서울특별시,종로구,체부동,체부동
서울특별시,종로구,충신동,충신동
서울특별시,종로구,통의동,통의동
서울특별시,종로구,통인동,통인동
서울특별시,종로구,팔판동,팔판동
서울특별시,종로구,평동,평동
서울특별시,종로구,평창동,평창동
서울특별시,종로구,필운동,필운동
서울특별시,종로구,행촌동,행촌동
서울특별시,종로구,혜화동,혜화동
서울특별시,종로구,홍지동,홍지동
서울특별시,종로구,홍파동,홍파동
서울특별시,종로구,화동,화동
서울특별시,종로구,효자동,효자동
서울특별시,종로구,효제동,효제동
서울특별시,종로구,훈정동,훈정동
서울특별시,중구,남창동,남창동
서울특별시,중구,남학동,남학동
서울특별시,중구,다동,다동
서울특별시,중구,무교동,무교동
서울특별시,중구,무학동,무학동
서울특별시,중구,묵정동,묵정동
서울특별시,중구,방산동,방산동
서울특별시,중구,북창동,북창동
서울특별시,중구,산림동,산림동
서울특별시,중구,삼각동,삼각동
서울특별시,중구,서소문동,서소문동
서울특별시,중구,소공동,소공동
서울특별시,중구,수표동,수표동
서울특별시,중구,수하동,수하동
서울특별시,중구,순화동,순화동
서울특별시,중구,신당동,신당동
서울특별시,중구,쌍림동,쌍림동
서울특별시,중구,예관동,예관동
서울특별시,중구,예장동,예장동
서울특별시,중구,오장동,오장동
서울특별시,중구,입정동,입정동
서울특별시,중구,장교동,장교동
서울특별시,중구,정동,정동
서울특별시,중구,주교동,주교동
서울특별시,중구,주자동,주자동
서울특별시,중구,중림동,중림동
서울특별시,중구,초동,초동
서울특별시,중구,황학동,황학동
서울특별시,중구,흥인동,흥인동
서울특별시,중랑구,망우동,망우동
서울특별시,중랑구,면목동,면목동
서울특별시,중랑구,묵동,묵동
서울특별시,중랑구,상봉동,상봉동
서울특별시,중랑구,신내동,신내동
서울특별시,중랑구,중화동,중화동
세종특별자치시,,가람동,가람동
세종특별자치시,,고운동,고운동
세종특별자치시,,금남면,봉암리 황용리 성덕리 발산리 원봉리 박산리 장재리 감성리 도남리 성강리 대박리 축산리 두만리 영대리 달전리 금천리 용포리 영곡리 국곡리 호탄리 도암리 부용리 영치리 신촌리 남곡리 용담리
세종특별자치시,,나성동,나성동
세종특별자치시,,누리동,누리동
세종특별자치시,,다솜동,다솜동
세종특별자치시,,다정동,다정동
세종특별자치시,,대평동,대평동
세종특별자치시,,도담동,도담동
세종특별자치시,,반곡동,반곡동
세종특별자치시,,보람동,보람동
세종특별자치시,,부강면,행산리 산수리 부강리 등곡리 노호리 갈산리 금호리 문곡리
세종특별자치시,,산울동,산울동
세종특별자치시,,새롬동,새롬동
세종특별자치시,,세종동,세종동
세종특별자치시,,소담동,소담동
세종특별자치시,,소정면,대곡리 소정리 운당리 고등리
세종특별자치시,,아름동,아름동
세종특별자치시,,어진동,어진동
세종특별자치시,,연기면,보통리 연기리 눌왕리 수산리
세종특별자치시,,연동면,노송리 명학리 응암리 문주리 송용리 내판리 예양리 합강리
세종특별자치시,,연서면,기룡리 성제리 용암리 국촌리 고복리 월하리 쌍류리 와촌리 청라리 신대리 봉암리 쌍전리 부동리
세종특별자치시,,용호동,용호동
세종특별자치시,,장군면,도계리 태산리 대교리 봉안리 평기리 산학리 은용리 용현리 하봉리 송학리 송정리 송문리 용암리 금암리
세종특별자치시,,전동면,봉대리 송정리 보덕리 노장리 청송리 심중리 청람리 송성리 석곡리 미곡리 송곡리
세종특별자치시,,전의면,관정리 동교리 신정리 영당리 신흥리 신방리 서정리 양곡리 금사리 읍내리 유천리 노곡리 다방리 원성리 달전리
세종특별자치시,,조치원읍,신흥리 남리 번암리 신안리 서창리 명리 상리 봉산리 침산리 정리 원리 죽림리 교리 평리
세종특별자치시,,종촌동,종촌동
세종특별자치시,,집현동,집현동
세종특별자치시,,한별동,한별동
세종특별자치시,,한솔동,한솔동
세종특별자치시,,합강동,합강동
세종특별자치시,,해밀동,해밀동
울산광역시,남구,고사동,고사동
울산광역시,남구,남화동,남화동
울산광역시,남구,달동,달동
울산광역시,남구,두왕동,두왕동
울산광역시,남구,매암동,매암동
울산광역시,남구,무거동,무거동
울산광역시,남구,부곡동,부곡동
울산광역시,남구,삼산동,삼산동
울산광역시,남구,상개동,상개동
울산광역시,남구,선암동,선암동
울산광역시,남구,성암동,성암동
울산광역시,남구,신정동,신정동
울산광역시,남구,야음동,야음동
울산광역시,남구,여천동,여천동
울산광역시,남구,옥동,옥동
울산광역시,남구,용연동,용연동
울산광역시,남구,용잠동,용잠동
울산광역시,남구,장생포동,장생포동
